,number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,params_use_pca,params_use_standardization,state,fold_aucs,feature_importances
287,287,0.538813424746439,2024-01-15 11:08:02.960798,2024-01-15 11:08:04.427740,0 days 00:00:01.466942,True,gini,13.0,sqrt,15.0,15.0,13.0,False,True,COMPLETE,"[0.6571428571428571, 0.5906432748538011, 0.3722222222222223, 0.6277777777777778, 0.44628099173553715]","[0.00569456 0.01808563 0.00625181 0.00434519 0.03493284 0.00960869
 0.00942797 0.02285429 0.00530142 0.03486905 0.00875768 0.01571575
 0.01428271 0.01916191 0.03215444 0.00972461 0.02708143 0.0661642
 0.0094306  0.02320018 0.00339112 0.         0.02086755 0.03863488
 0.00786958 0.         0.00654173 0.03858914 0.00439762 0.01914996
 0.01208734 0.00930713 0.01713622 0.         0.00177242 0.03197623
 0.00750737 0.01478592 0.03381209 0.00376749 0.05247418 0.
 0.00756038 0.01077284 0.         0.02954271 0.01225854 0.04503269
 0.05483218 0.0305486  0.04648584 0.         0.00797969 0.05387361]"
248,248,0.538813424746439,2024-01-15 11:07:01.995295,2024-01-15 11:07:03.451280,0 days 00:00:01.455985,True,gini,15.0,sqrt,15.0,14.0,13.0,False,True,COMPLETE,"[0.6571428571428571, 0.5906432748538011, 0.3722222222222223, 0.6277777777777778, 0.44628099173553715]","[0.00569456 0.01808563 0.00625181 0.00434519 0.03493284 0.00960869
 0.00942797 0.02285429 0.00530142 0.03486905 0.00875768 0.01571575
 0.01428271 0.01916191 0.03215444 0.00972461 0.02708143 0.0661642
 0.0094306  0.02320018 0.00339112 0.         0.02086755 0.03863488
 0.00786958 0.         0.00654173 0.03858914 0.00439762 0.01914996
 0.01208734 0.00930713 0.01713622 0.         0.00177242 0.03197623
 0.00750737 0.01478592 0.03381209 0.00376749 0.05247418 0.
 0.00756038 0.01077284 0.         0.02954271 0.01225854 0.04503269
 0.05483218 0.0305486  0.04648584 0.         0.00797969 0.05387361]"
243,243,0.538813424746439,2024-01-15 11:06:51.413936,2024-01-15 11:06:52.890292,0 days 00:00:01.476356,True,gini,15.0,sqrt,15.0,14.0,13.0,False,True,COMPLETE,"[0.6571428571428571, 0.5906432748538011, 0.3722222222222223, 0.6277777777777778, 0.44628099173553715]","[0.00569456 0.01808563 0.00625181 0.00434519 0.03493284 0.00960869
 0.00942797 0.02285429 0.00530142 0.03486905 0.00875768 0.01571575
 0.01428271 0.01916191 0.03215444 0.00972461 0.02708143 0.0661642
 0.0094306  0.02320018 0.00339112 0.         0.02086755 0.03863488
 0.00786958 0.         0.00654173 0.03858914 0.00439762 0.01914996
 0.01208734 0.00930713 0.01713622 0.         0.00177242 0.03197623
 0.00750737 0.01478592 0.03381209 0.00376749 0.05247418 0.
 0.00756038 0.01077284 0.         0.02954271 0.01225854 0.04503269
 0.05483218 0.0305486  0.04648584 0.         0.00797969 0.05387361]"
234,234,0.538813424746439,2024-01-15 11:06:35.842003,2024-01-15 11:06:37.311882,0 days 00:00:01.469879,True,gini,17.0,sqrt,15.0,15.0,13.0,False,True,COMPLETE,"[0.6571428571428571, 0.5906432748538011, 0.3722222222222223, 0.6277777777777778, 0.44628099173553715]","[0.00569456 0.01808563 0.00625181 0.00434519 0.03493284 0.00960869
 0.00942797 0.02285429 0.00530142 0.03486905 0.00875768 0.01571575
 0.01428271 0.01916191 0.03215444 0.00972461 0.02708143 0.0661642
 0.0094306  0.02320018 0.00339112 0.         0.02086755 0.03863488
 0.00786958 0.         0.00654173 0.03858914 0.00439762 0.01914996
 0.01208734 0.00930713 0.01713622 0.         0.00177242 0.03197623
 0.00750737 0.01478592 0.03381209 0.00376749 0.05247418 0.
 0.00756038 0.01077284 0.         0.02954271 0.01225854 0.04503269
 0.05483218 0.0305486  0.04648584 0.         0.00797969 0.05387361]"
244,244,0.538813424746439,2024-01-15 11:06:52.913548,2024-01-15 11:06:54.395098,0 days 00:00:01.481550,True,gini,14.0,sqrt,15.0,14.0,13.0,False,True,COMPLETE,"[0.6571428571428571, 0.5906432748538011, 0.3722222222222223, 0.6277777777777778, 0.44628099173553715]","[0.00569456 0.01808563 0.00625181 0.00434519 0.03493284 0.00960869
 0.00942797 0.02285429 0.00530142 0.03486905 0.00875768 0.01571575
 0.01428271 0.01916191 0.03215444 0.00972461 0.02708143 0.0661642
 0.0094306  0.02320018 0.00339112 0.         0.02086755 0.03863488
 0.00786958 0.         0.00654173 0.03858914 0.00439762 0.01914996
 0.01208734 0.00930713 0.01713622 0.         0.00177242 0.03197623
 0.00750737 0.01478592 0.03381209 0.00376749 0.05247418 0.
 0.00756038 0.01077284 0.         0.02954271 0.01225854 0.04503269
 0.05483218 0.0305486  0.04648584 0.         0.00797969 0.05387361]"
235,235,0.538813424746439,2024-01-15 11:06:37.333691,2024-01-15 11:06:38.902621,0 days 00:00:01.568930,True,gini,10.0,sqrt,15.0,15.0,13.0,False,True,COMPLETE,"[0.6571428571428571, 0.5906432748538011, 0.3722222222222223, 0.6277777777777778, 0.44628099173553715]","[0.00569456 0.01808563 0.00625181 0.00434519 0.03493284 0.00960869
 0.00942797 0.02285429 0.00530142 0.03486905 0.00875768 0.01571575
 0.01428271 0.01916191 0.03215444 0.00972461 0.02708143 0.0661642
 0.0094306  0.02320018 0.00339112 0.         0.02086755 0.03863488
 0.00786958 0.         0.00654173 0.03858914 0.00439762 0.01914996
 0.01208734 0.00930713 0.01713622 0.         0.00177242 0.03197623
 0.00750737 0.01478592 0.03381209 0.00376749 0.05247418 0.
 0.00756038 0.01077284 0.         0.02954271 0.01225854 0.04503269
 0.05483218 0.0305486  0.04648584 0.         0.00797969 0.05387361]"
222,222,0.538813424746439,2024-01-15 11:06:17.463505,2024-01-15 11:06:18.920235,0 days 00:00:01.456730,True,gini,16.0,sqrt,15.0,13.0,13.0,False,True,COMPLETE,"[0.6571428571428571, 0.5906432748538011, 0.3722222222222223, 0.6277777777777778, 0.44628099173553715]","[0.00569456 0.01808563 0.00625181 0.00434519 0.03493284 0.00960869
 0.00942797 0.02285429 0.00530142 0.03486905 0.00875768 0.01571575
 0.01428271 0.01916191 0.03215444 0.00972461 0.02708143 0.0661642
 0.0094306  0.02320018 0.00339112 0.         0.02086755 0.03863488
 0.00786958 0.         0.00654173 0.03858914 0.00439762 0.01914996
 0.01208734 0.00930713 0.01713622 0.         0.00177242 0.03197623
 0.00750737 0.01478592 0.03381209 0.00376749 0.05247418 0.
 0.00756038 0.01077284 0.         0.02954271 0.01225854 0.04503269
 0.05483218 0.0305486  0.04648584 0.         0.00797969 0.05387361]"
209,209,0.538813424746439,2024-01-15 11:05:57.680558,2024-01-15 11:05:59.133423,0 days 00:00:01.452865,True,gini,15.0,sqrt,15.0,11.0,13.0,False,True,COMPLETE,"[0.6571428571428571, 0.5906432748538011, 0.3722222222222223, 0.6277777777777778, 0.44628099173553715]","[0.00569456 0.01808563 0.00625181 0.00434519 0.03493284 0.00960869
 0.00942797 0.02285429 0.00530142 0.03486905 0.00875768 0.01571575
 0.01428271 0.01916191 0.03215444 0.00972461 0.02708143 0.0661642
 0.0094306  0.02320018 0.00339112 0.         0.02086755 0.03863488
 0.00786958 0.         0.00654173 0.03858914 0.00439762 0.01914996
 0.01208734 0.00930713 0.01713622 0.         0.00177242 0.03197623
 0.00750737 0.01478592 0.03381209 0.00376749 0.05247418 0.
 0.00756038 0.01077284 0.         0.02954271 0.01225854 0.04503269
 0.05483218 0.0305486  0.04648584 0.         0.00797969 0.05387361]"
211,211,0.538813424746439,2024-01-15 11:06:00.675507,2024-01-15 11:06:02.134372,0 days 00:00:01.458865,True,gini,15.0,sqrt,15.0,12.0,13.0,False,True,COMPLETE,"[0.6571428571428571, 0.5906432748538011, 0.3722222222222223, 0.6277777777777778, 0.44628099173553715]","[0.00569456 0.01808563 0.00625181 0.00434519 0.03493284 0.00960869
 0.00942797 0.02285429 0.00530142 0.03486905 0.00875768 0.01571575
 0.01428271 0.01916191 0.03215444 0.00972461 0.02708143 0.0661642
 0.0094306  0.02320018 0.00339112 0.         0.02086755 0.03863488
 0.00786958 0.         0.00654173 0.03858914 0.00439762 0.01914996
 0.01208734 0.00930713 0.01713622 0.         0.00177242 0.03197623
 0.00750737 0.01478592 0.03381209 0.00376749 0.05247418 0.
 0.00756038 0.01077284 0.         0.02954271 0.01225854 0.04503269
 0.05483218 0.0305486  0.04648584 0.         0.00797969 0.05387361]"
230,230,0.538813424746439,2024-01-15 11:06:29.819244,2024-01-15 11:06:31.276735,0 days 00:00:01.457491,True,gini,14.0,sqrt,15.0,14.0,13.0,False,True,COMPLETE,"[0.6571428571428571, 0.5906432748538011, 0.3722222222222223, 0.6277777777777778, 0.44628099173553715]","[0.00569456 0.01808563 0.00625181 0.00434519 0.03493284 0.00960869
 0.00942797 0.02285429 0.00530142 0.03486905 0.00875768 0.01571575
 0.01428271 0.01916191 0.03215444 0.00972461 0.02708143 0.0661642
 0.0094306  0.02320018 0.00339112 0.         0.02086755 0.03863488
 0.00786958 0.         0.00654173 0.03858914 0.00439762 0.01914996
 0.01208734 0.00930713 0.01713622 0.         0.00177242 0.03197623
 0.00750737 0.01478592 0.03381209 0.00376749 0.05247418 0.
 0.00756038 0.01077284 0.         0.02954271 0.01225854 0.04503269
 0.05483218 0.0305486  0.04648584 0.         0.00797969 0.05387361]"
231,231,0.538813424746439,2024-01-15 11:06:31.301496,2024-01-15 11:06:32.766189,0 days 00:00:01.464693,True,gini,15.0,sqrt,15.0,14.0,13.0,False,True,COMPLETE,"[0.6571428571428571, 0.5906432748538011, 0.3722222222222223, 0.6277777777777778, 0.44628099173553715]","[0.00569456 0.01808563 0.00625181 0.00434519 0.03493284 0.00960869
 0.00942797 0.02285429 0.00530142 0.03486905 0.00875768 0.01571575
 0.01428271 0.01916191 0.03215444 0.00972461 0.02708143 0.0661642
 0.0094306  0.02320018 0.00339112 0.         0.02086755 0.03863488
 0.00786958 0.         0.00654173 0.03858914 0.00439762 0.01914996
 0.01208734 0.00930713 0.01713622 0.         0.00177242 0.03197623
 0.00750737 0.01478592 0.03381209 0.00376749 0.05247418 0.
 0.00756038 0.01077284 0.         0.02954271 0.01225854 0.04503269
 0.05483218 0.0305486  0.04648584 0.         0.00797969 0.05387361]"
216,216,0.538813424746439,2024-01-15 11:06:08.294072,2024-01-15 11:06:09.753632,0 days 00:00:01.459560,True,gini,12.0,sqrt,15.0,11.0,13.0,False,True,COMPLETE,"[0.6571428571428571, 0.5906432748538011, 0.3722222222222223, 0.6277777777777778, 0.44628099173553715]","[0.00569456 0.01808563 0.00625181 0.00434519 0.03493284 0.00960869
 0.00942797 0.02285429 0.00530142 0.03486905 0.00875768 0.01571575
 0.01428271 0.01916191 0.03215444 0.00972461 0.02708143 0.0661642
 0.0094306  0.02320018 0.00339112 0.         0.02086755 0.03863488
 0.00786958 0.         0.00654173 0.03858914 0.00439762 0.01914996
 0.01208734 0.00930713 0.01713622 0.         0.00177242 0.03197623
 0.00750737 0.01478592 0.03381209 0.00376749 0.05247418 0.
 0.00756038 0.01077284 0.         0.02954271 0.01225854 0.04503269
 0.05483218 0.0305486  0.04648584 0.         0.00797969 0.05387361]"
280,280,0.538813424746439,2024-01-15 11:07:52.404666,2024-01-15 11:07:53.873682,0 days 00:00:01.469016,True,gini,3.0,sqrt,15.0,14.0,13.0,False,True,COMPLETE,"[0.6571428571428571, 0.5906432748538011, 0.3722222222222223, 0.6277777777777778, 0.44628099173553715]","[0.00569456 0.01808563 0.00625181 0.00434519 0.03493284 0.00960869
 0.00942797 0.02285429 0.00530142 0.03486905 0.00875768 0.01571575
 0.01428271 0.01916191 0.03215444 0.00972461 0.02708143 0.0661642
 0.0094306  0.02320018 0.00339112 0.         0.02086755 0.03863488
 0.00786958 0.         0.00654173 0.03858914 0.00439762 0.01914996
 0.01208734 0.00930713 0.01713622 0.         0.00177242 0.03197623
 0.00750737 0.01478592 0.03381209 0.00376749 0.05247418 0.
 0.00756038 0.01077284 0.         0.02954271 0.01225854 0.04503269
 0.05483218 0.0305486  0.04648584 0.         0.00797969 0.05387361]"
281,281,0.538813424746439,2024-01-15 11:07:53.896097,2024-01-15 11:07:55.368781,0 days 00:00:01.472684,True,gini,15.0,sqrt,15.0,14.0,13.0,False,True,COMPLETE,"[0.6571428571428571, 0.5906432748538011, 0.3722222222222223, 0.6277777777777778, 0.44628099173553715]","[0.00569456 0.01808563 0.00625181 0.00434519 0.03493284 0.00960869
 0.00942797 0.02285429 0.00530142 0.03486905 0.00875768 0.01571575
 0.01428271 0.01916191 0.03215444 0.00972461 0.02708143 0.0661642
 0.0094306  0.02320018 0.00339112 0.         0.02086755 0.03863488
 0.00786958 0.         0.00654173 0.03858914 0.00439762 0.01914996
 0.01208734 0.00930713 0.01713622 0.         0.00177242 0.03197623
 0.00750737 0.01478592 0.03381209 0.00376749 0.05247418 0.
 0.00756038 0.01077284 0.         0.02954271 0.01225854 0.04503269
 0.05483218 0.0305486  0.04648584 0.         0.00797969 0.05387361]"
277,277,0.538813424746439,2024-01-15 11:07:47.999782,2024-01-15 11:07:49.449571,0 days 00:00:01.449789,True,gini,15.0,sqrt,15.0,14.0,13.0,False,True,COMPLETE,"[0.6571428571428571, 0.5906432748538011, 0.3722222222222223, 0.6277777777777778, 0.44628099173553715]","[0.00569456 0.01808563 0.00625181 0.00434519 0.03493284 0.00960869
 0.00942797 0.02285429 0.00530142 0.03486905 0.00875768 0.01571575
 0.01428271 0.01916191 0.03215444 0.00972461 0.02708143 0.0661642
 0.0094306  0.02320018 0.00339112 0.         0.02086755 0.03863488
 0.00786958 0.         0.00654173 0.03858914 0.00439762 0.01914996
 0.01208734 0.00930713 0.01713622 0.         0.00177242 0.03197623
 0.00750737 0.01478592 0.03381209 0.00376749 0.05247418 0.
 0.00756038 0.01077284 0.         0.02954271 0.01225854 0.04503269
 0.05483218 0.0305486  0.04648584 0.         0.00797969 0.05387361]"
278,278,0.538813424746439,2024-01-15 11:07:49.471259,2024-01-15 11:07:50.941495,0 days 00:00:01.470236,True,gini,15.0,sqrt,15.0,14.0,13.0,False,True,COMPLETE,"[0.6571428571428571, 0.5906432748538011, 0.3722222222222223, 0.6277777777777778, 0.44628099173553715]","[0.00569456 0.01808563 0.00625181 0.00434519 0.03493284 0.00960869
 0.00942797 0.02285429 0.00530142 0.03486905 0.00875768 0.01571575
 0.01428271 0.01916191 0.03215444 0.00972461 0.02708143 0.0661642
 0.0094306  0.02320018 0.00339112 0.         0.02086755 0.03863488
 0.00786958 0.         0.00654173 0.03858914 0.00439762 0.01914996
 0.01208734 0.00930713 0.01713622 0.         0.00177242 0.03197623
 0.00750737 0.01478592 0.03381209 0.00376749 0.05247418 0.
 0.00756038 0.01077284 0.         0.02954271 0.01225854 0.04503269
 0.05483218 0.0305486  0.04648584 0.         0.00797969 0.05387361]"
264,264,0.538813424746439,2024-01-15 11:07:27.870946,2024-01-15 11:07:29.347338,0 days 00:00:01.476392,True,gini,14.0,sqrt,15.0,13.0,13.0,False,True,COMPLETE,"[0.6571428571428571, 0.5906432748538011, 0.3722222222222223, 0.6277777777777778, 0.44628099173553715]","[0.00569456 0.01808563 0.00625181 0.00434519 0.03493284 0.00960869
 0.00942797 0.02285429 0.00530142 0.03486905 0.00875768 0.01571575
 0.01428271 0.01916191 0.03215444 0.00972461 0.02708143 0.0661642
 0.0094306  0.02320018 0.00339112 0.         0.02086755 0.03863488
 0.00786958 0.         0.00654173 0.03858914 0.00439762 0.01914996
 0.01208734 0.00930713 0.01713622 0.         0.00177242 0.03197623
 0.00750737 0.01478592 0.03381209 0.00376749 0.05247418 0.
 0.00756038 0.01077284 0.         0.02954271 0.01225854 0.04503269
 0.05483218 0.0305486  0.04648584 0.         0.00797969 0.05387361]"
152,152,0.5345774905583517,2024-01-15 11:04:23.905506,2024-01-15 11:04:25.520071,0 days 00:00:01.614565,True,entropy,25.0,sqrt,15.0,13.0,22.0,False,True,COMPLETE,"[0.5857142857142856, 0.5497076023391813, 0.3777777777777778, 0.6555555555555556, 0.5041322314049587]","[0.00987551 0.01706993 0.00399679 0.00746118 0.02471207 0.0057734
 0.02015273 0.04334155 0.00309145 0.04142284 0.00504157 0.00913582
 0.01512834 0.0121897  0.01649861 0.00827492 0.02977874 0.05384969
 0.00563187 0.01997418 0.0112225  0.03334052 0.01304405 0.04085129
 0.00644295 0.00247548 0.00605014 0.0269435  0.00246417 0.01970722
 0.00949595 0.01432684 0.01024843 0.01090524 0.00360654 0.02995889
 0.00700271 0.01991182 0.02090703 0.00524059 0.03433391 0.01159873
 0.00835051 0.01424161 0.00362197 0.04481098 0.00718936 0.02857488
 0.05872218 0.02915892 0.04189761 0.01160294 0.0187025  0.04064713]"
172,172,0.533688215027928,2024-01-15 11:04:57.660914,2024-01-15 11:04:59.199993,0 days 00:00:01.539079,True,entropy,15.0,sqrt,15.0,12.0,17.0,False,True,COMPLETE,"[0.6357142857142857, 0.52046783625731, 0.38333333333333336, 0.6, 0.5289256198347108]","[0.01278007 0.0138585  0.00517232 0.00965565 0.0253674  0.00747145
 0.01890599 0.04314431 0.00400071 0.04034277 0.00652439 0.01182282
 0.01299112 0.0157749  0.02135114 0.01070872 0.0306729  0.05509014
 0.00728831 0.01691864 0.00271898 0.02584656 0.01514781 0.05286638
 0.00625017 0.00320357 0.00494115 0.03486806 0.00318892 0.01815376
 0.0096301  0.01212225 0.01326267 0.01411267 0.00128989 0.0269784
 0.00533156 0.02576823 0.02705616 0.00329848 0.04443211 0.00657436
 0.00562683 0.00861935 0.00468725 0.03120519 0.00930388 0.03605746
 0.047091   0.02581774 0.03372513 0.01501557 0.0178446  0.03812152]"
167,167,0.533688215027928,2024-01-15 11:04:49.886827,2024-01-15 11:04:51.410701,0 days 00:00:01.523874,True,entropy,17.0,sqrt,15.0,12.0,17.0,False,True,COMPLETE,"[0.6357142857142857, 0.52046783625731, 0.38333333333333336, 0.6, 0.5289256198347108]","[0.01278007 0.0138585  0.00517232 0.00965565 0.0253674  0.00747145
 0.01890599 0.04314431 0.00400071 0.04034277 0.00652439 0.01182282
 0.01299112 0.0157749  0.02135114 0.01070872 0.0306729  0.05509014
 0.00728831 0.01691864 0.00271898 0.02584656 0.01514781 0.05286638
 0.00625017 0.00320357 0.00494115 0.03486806 0.00318892 0.01815376
 0.0096301  0.01212225 0.01326267 0.01411267 0.00128989 0.0269784
 0.00533156 0.02576823 0.02705616 0.00329848 0.04443211 0.00657436
 0.00562683 0.00861935 0.00468725 0.03120519 0.00930388 0.03605746
 0.047091   0.02581774 0.03372513 0.01501557 0.0178446  0.03812152]"
173,173,0.533688215027928,2024-01-15 11:04:59.221639,2024-01-15 11:05:00.759675,0 days 00:00:01.538036,True,entropy,16.0,sqrt,15.0,12.0,17.0,False,True,COMPLETE,"[0.6357142857142857, 0.52046783625731, 0.38333333333333336, 0.6, 0.5289256198347108]","[0.01278007 0.0138585  0.00517232 0.00965565 0.0253674  0.00747145
 0.01890599 0.04314431 0.00400071 0.04034277 0.00652439 0.01182282
 0.01299112 0.0157749  0.02135114 0.01070872 0.0306729  0.05509014
 0.00728831 0.01691864 0.00271898 0.02584656 0.01514781 0.05286638
 0.00625017 0.00320357 0.00494115 0.03486806 0.00318892 0.01815376
 0.0096301  0.01212225 0.01326267 0.01411267 0.00128989 0.0269784
 0.00533156 0.02576823 0.02705616 0.00329848 0.04443211 0.00657436
 0.00562683 0.00861935 0.00468725 0.03120519 0.00930388 0.03605746
 0.047091   0.02581774 0.03372513 0.01501557 0.0178446  0.03812152]"
241,241,0.5323252345740384,2024-01-15 11:06:48.300696,2024-01-15 11:06:49.819359,0 days 00:00:01.518663,True,gini,13.0,sqrt,15.0,14.0,15.0,False,True,COMPLETE,"[0.6428571428571428, 0.52046783625731, 0.37222222222222223, 0.5888888888888889, 0.5371900826446281]","[0.00493528 0.01567421 0.00541823 0.01052707 0.03027513 0.00832753
 0.00817091 0.02568296 0.00459457 0.04620858 0.00758999 0.01362031
 0.01237835 0.02120643 0.02786718 0.0104694  0.02347057 0.0573423
 0.00817319 0.02010682 0.00293897 0.01517169 0.01808521 0.06275411
 0.0068203  0.         0.0056695  0.03999845 0.00381127 0.02153282
 0.01047569 0.01463827 0.01485139 0.00432453 0.0015361  0.02771274
 0.00650639 0.02410639 0.02930381 0.00326516 0.04728309 0.
 0.00655233 0.00933646 0.         0.0336461  0.01062407 0.03902833
 0.04752122 0.02647545 0.04706653 0.         0.01023413 0.04669046]"
220,220,0.5323252345740384,2024-01-15 11:06:14.429714,2024-01-15 11:06:15.928302,0 days 00:00:01.498588,True,gini,15.0,sqrt,15.0,13.0,15.0,False,True,COMPLETE,"[0.6428571428571428, 0.52046783625731, 0.37222222222222223, 0.5888888888888889, 0.5371900826446281]","[0.00493528 0.01567421 0.00541823 0.01052707 0.03027513 0.00832753
 0.00817091 0.02568296 0.00459457 0.04620858 0.00758999 0.01362031
 0.01237835 0.02120643 0.02786718 0.0104694  0.02347057 0.0573423
 0.00817319 0.02010682 0.00293897 0.01517169 0.01808521 0.06275411
 0.0068203  0.         0.0056695  0.03999845 0.00381127 0.02153282
 0.01047569 0.01463827 0.01485139 0.00432453 0.0015361  0.02771274
 0.00650639 0.02410639 0.02930381 0.00326516 0.04728309 0.
 0.00655233 0.00933646 0.         0.0336461  0.01062407 0.03902833
 0.04752122 0.02647545 0.04706653 0.         0.01023413 0.04669046]"
253,253,0.5315545060999607,2024-01-15 11:07:09.513221,2024-01-15 11:07:11.001390,0 days 00:00:01.488169,True,gini,10.0,sqrt,15.0,14.0,14.0,False,True,COMPLETE,"[0.6285714285714287, 0.5555555555555556, 0.3611111111111111, 0.6166666666666667, 0.4958677685950412]","[0.0052878  0.0167938  0.00580525 0.00403482 0.03243764 0.00892236
 0.00875455 0.02751746 0.00492275 0.04950919 0.00813213 0.01459319
 0.01326252 0.0177932  0.0298577  0.01121722 0.02514704 0.06143818
 0.00875699 0.02154302 0.0031489  0.01058654 0.01937701 0.03587524
 0.00730747 0.         0.00607446 0.04285549 0.0040835  0.02307087
 0.01122396 0.00864233 0.0159122  0.         0.00164582 0.02969222
 0.00697113 0.02582827 0.03139694 0.00349839 0.04872602 0.
 0.00702035 0.01000335 0.         0.02743252 0.01138293 0.04181607
 0.0509156  0.02836655 0.05042842 0.         0.01096513 0.0500255 ]"
